"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"A2M",124.860132639879,144.945741977253,72.6754749342287,91.1183579512757,24.4362555836844,19.233635782256,120.087231364863,67.7916858339588,42.9577868148233,72.816947901901
"A2M-AS1",19.2092511753661,72.4728709886266,77.5205065965106,95.9140610013428,122.181277918422,72.12613418346,67.2488495643235,130.741108394063,205.242759226378,72.816947901901
"A2MP1",86.4416302891473,28.9891483954506,82.3655382587925,0,102.632273451474,139.443859421356,38.4279140367563,72.633949107813,38.184699390954,14.5633895803802
"AAAS",62.4300663199397,28.9891483954506,96.9006332456383,124.688279301746,4.88725111673688,72.12613418346,105.67676360108,125.898845120209,14.3192622716078,58.2535583215208
"AACS",110.453194258355,19.3260989303004,58.140379947383,167.84960675235,53.7597622841057,52.892498401204,38.4279140367563,14.5267898215626,105.007923325124,92.2348006757413
"AAGAB",172.883260578295,164.271840907554,121.125791557048,43.1613274506043,29.3235067004213,129.827041530228,28.8209355275672,145.267898215626,76.3693987819081,106.798190256121
"AAK1",0,111.125068849227,402.137627969399,220.602340303088,87.9705201012638,307.738172516096,139.301188383242,106.529792024792,28.6385245432155,203.887454125323
"AAMDC",19.2092511753661,53.1467720583262,106.590696570202,91.1183579512757,141.73028238537,67.317725237896,43.2314032913508,19.3690530954168,181.377322107032,106.798190256121
"AAMP",110.453194258355,164.271840907554,4.84503166228191,28.7742183004028,288.347815887476,331.780217243916,129.694209874053,125.898845120209,14.3192622716078,160.197285384182
"AAR2",52.8254407322567,77.3043957212017,72.6754749342287,105.505467101477,175.941040202528,57.700907346768,91.2662958372962,58.1071592862504,14.3192622716078,106.798190256121
"AARS",105.650881464513,57.9782967909013,116.280759894766,28.7742183004028,34.2107578171582,28.850453673384,14.4104677637836,140.425634941772,0,92.2348006757413
"AARS2",48.0231279384151,57.9782967909013,72.6754749342287,95.9140610013428,107.519524568211,52.892498401204,72.0523388189181,58.1071592862504,57.2770490864311,334.957960348745
"AASDH",134.464758227562,53.1467720583262,29.0701899736915,95.9140610013428,63.5342645175794,4.808408945564,153.711656147025,101.687528750938,19.092349695477,116.507116643042
"AASDHPPT",57.6277535260982,125.619643046953,72.6754749342287,67.13984270094,48.8725111673688,38.467271564512,110.480252855674,227.586373871147,52.5039616625618,33.9812423542205
"AASS",38.4185023507321,188.429464570429,38.7602532982553,148.666794552081,268.798811420528,67.317725237896,153.711656147025,48.422632738542,143.192622716078,58.2535583215208
"AATF",48.0231279384151,53.1467720583262,67.8304432719468,33.56992135047,102.632273451474,81.742952074588,57.6418710551344,92.0030022032298,76.3693987819081,213.596380512243
"ABAT",120.057819846038,67.6413462560515,92.0556015833563,23.9785152503357,48.8725111673688,9.616817891128,72.0523388189181,24.211316369271,219.562021497986,121.361579836502
"ABCA1",67.2323791137812,149.777266709828,140.505918206175,19.1828122002686,185.715542436001,173.102722040304,38.4279140367563,33.8958429169794,95.4617484773851,67.9624847084409
"ABCA11P",19.2092511753661,53.1467720583262,14.5350949868457,62.3441396508728,78.1960178677901,62.509316292332,86.4628065827017,101.687528750938,205.242759226378,97.0892638692013
"ABCA5",91.2439430829888,111.125068849227,193.801266491277,38.3656244005371,29.3235067004213,235.612038332636,225.763994965943,62.9494225601046,109.781010748993,43.6901687411406
"ABCA7",62.4300663199397,154.608791442403,24.2251583114096,57.5484366008057,83.083268984527,177.911130985868,153.711656147025,82.3184756555214,66.8232239341696,63.1080215149809
"ABCB1",115.255507052196,149.777266709828,135.660886543894,81.5269518511414,151.504784618843,62.509316292332,115.283742110269,125.898845120209,33.4116119670848,4.85446319346007
"ABCB10",134.464758227562,101.462019384077,198.646298153558,19.1828122002686,14.6617533502106,245.228856223764,153.711656147025,101.687528750938,133.646447868339,43.6901687411406
"ABCB6",62.4300663199397,19.3260989303004,125.97082321933,115.096873201611,83.083268984527,211.569993604816,72.0523388189181,24.211316369271,47.7308742386926,38.8357055476805
