"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"A2M",49.6109151229404,120.996287039311,91.4313441131793,53.4649840601853,86.8425409041937,54.3404920893829,36.8847334088421,78.9014738251162,128.108796168002,43.9897046136223
"A2M-AS1",61.3371314247263,75.8484187410607,124.925994926918,108.742340461394,141.119128969315,121.360432332955,66.5724456647394,128.781715898466,100.851605493959,128.378117545877
"A2MP1",76.6714142809078,65.0129303494806,95.0523874443944,114.179457484463,91.3655899096204,64.302915639103,85.4646261912195,75.2738198561454,105.3944706063,84.388412932255
"AAAS",151.538795284618,124.608116503171,180.146905727947,62.5268457653014,132.073030958461,44.3780685396627,137.643029550069,37.1834531819513,129.017369190471,122.991623103393
"AACS",73.0633477265122,96.6164381582559,169.283775734302,93.3371755626963,92.2701997107058,97.8128857608892,102.557551429463,142.385418282106,89.040156201874,48.4784499823592
"AAGAB",102.829896800276,95.7134807922909,164.757471570284,106.929968120371,90.4609801085351,193.814421785466,102.557551429463,106.108878592398,71.7772687749801,117.605128660909
"AAK1",124.47829612665,61.4011008856206,94.1471266115906,90.6186170511615,79.6056624955109,75.1710140569796,89.0631367676919,87.9706087475434,129.925942212939,103.24114348095
"AAMDC",51.4149484001382,89.3927792305359,108.631299936451,119.616574507533,97.6978585172179,86.0391124748562,66.5724456647394,54.4148095345629,95.4001673591507,145.435349947078
"AAMP",78.4754475581057,65.9158877154456,117.683908264488,82.4629415165569,31.6613430379873,60.6802161664775,107.055689650054,116.084927007068,89.9487292243421,80.7974166372654
"AAR2",41.4927653755501,80.3632055708858,71.5156057914967,77.9320106639989,113.076225135669,76.076688925136,84.5649985471014,138.757764313135,63.6001115727672,81.6951657110128
"AARS",52.3169650387371,104.743054451941,95.9576482771981,76.1196383229756,174.589691609473,35.3213198580989,61.1746798000308,51.6940690578348,54.5143813480861,88.8771583009919
"AARS2",73.0633477265122,96.6164381582559,92.3366049459831,99.6804787562776,73.2733938879134,126.794481541893,163.732231229494,82.5291277940871,65.4172576177034,111.320885144677
"AASDH",81.1814974739024,50.5656124940405,143.936472415797,80.6505691755337,88.6517605063644,44.3780685396627,189.821432908919,98.853570654456,135.377380347747,93.3659036697289
"AASDHPPT",86.5935973054959,128.219945967031,85.9997791163568,120.522760678045,94.0794193128765,81.5107381340743,123.24898724418,47.1595015966212,71.7772687749801,98.7523981122132
"AASS",99.2218302458807,46.9537830301804,90.5260832803756,53.4649840601853,116.69466434001,112.303683651391,107.955317294172,54.4148095345629,79.954425977193,61.0469370148227
"AATF",68.5532645335176,137.249519626681,50.6946066370103,125.959877701114,125.740762350864,76.076688925136,82.7657432588652,115.178013514825,157.183132886982,79.0019184897706
"ABAT",84.7895640282981,92.1016513284309,60.6524757978516,73.4010798114408,142.928348571485,50.7177926167573,67.4720733088575,179.568871464058,113.571627808513,63.7401842360649
"ABCA1",103.731913438875,113.772628111591,135.789124920563,106.023781949859,109.457785931327,95.09586115642,104.3568067177,52.6009825500775,79.954425977193,106.83213977594
