"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"A2M",147.609830592748,83.7378821888143,107.817157542651,78.1196327379989,118.379920995232,110.65474886364,32.14963548965,113.810138595766,99.0921761004744,58.6769347612126
"A2M-AS1",80.186543310722,66.8797606920563,103.68094945278,77.0115528410061,81.5936371345642,99.284210759857,79.8197846639587,78.8343399053599,86.8103289218241,106.836305744472
"A2MP1",115.701690521007,135.970422564015,116.641068134377,132.415547690651,135.251825623057,61.2899736813642,106.980683612111,91.0481108766129,96.5799800866596,106.005971762002
"AAAS",122.638242710516,89.5414977860588,102.577960628814,86.9842719139421,62.5090237030899,31.060982137162,111.692268123526,116.030824226903,96.5799800866596,70.3016105157924
"AACS",91.5624889015165,83.4615195413264,63.6976045840216,100.558250652105,100.401661965582,98.4522201668973,101.991947070614,112.97738148409,90.1599236069105,74.4532804281423
"AAGAB",90.4526405511951,77.6579039440819,94.8570388610537,89.7544716564243,83.2531687373011,135.337136454777,94.5088422583678,96.0446535466709,124.772402019471,82.2030642645289
"AAK1",85.4583229747487,109.163245757695,80.2424369435077,98.8961308066157,82.976580136845,116.201352816704,85.0856732355393,62.1791976718332,75.9241461952931,78.051394352179
"AAMDC",85.4583229747487,134.588609326576,56.5281772282442,91.4165915019137,88.7849407464241,99.8388711551635,129.984302109016,75.5033114586546,97.6965116483551,83.8637322294689
"AAMP",79.6316191355613,61.9052330372752,103.956696658771,78.9506926607436,68.8705615135813,66.0045870414692,78.9883285737091,54.6843836667461,54.430913632655,90.2296260950721
"AAR2",83.2386262741059,81.5269810089116,88.7906003292422,85.8761920169492,92.3805925523541,128.958541908753,69.8423115809639,109.923938741277,112.49055484082,155.549232716045
"AARS",66.035976844124,65.7743101021049,78.0364592955762,64.8226739740842,101.508016367407,88.468333051381,120.006829026021,106.592910294571,117.794079758874,147.522670885501
"AARS2",100.163813616507,109.163245757695,119.398540194291,80.0587725577365,145.209015239479,95.1242577950585,73.4452879720453,103.81705325565,126.16806647159,108.220195715255
"AASDH",95.4469581276414,68.2615739294955,93.4783028310966,62.052474231602,121.145806999794,133.395825071205,70.1194636110471,111.311867260737,93.509518291997,114.862867575015
"AASDHPPT",144.002823454203,113.861410764988,134.840383729812,80.3357925319847,71.0832703172305,98.1748899692441,65.4078790996328,111.867038668521,111.932289059973,77.4978383638656
"AASS",70.75283233299,93.9633001458642,79.9666897375162,95.8489110898852,99.571896164214,107.049456294148,73.9995920322117,77.4464113858994,70.8997541676634,94.6580740015787
"AATF",91.8399509890968,173.832105269849,140.079580643649,119.672628875232,129.99664221439,86.2496914701551,81.2055448143746,140.180780465517,61.4092358932518,103.514969814592
"ABAT",104.048282842632,107.505069872768,125.189231520112,97.7880509096228,84.6361117395819,70.1645400062677,103.932011281196,68.0084974535675,105.512232580223,50.6503729306693
"ABCA1",102.38351031715,71.0252004043738,89.342094741225,117.733489055495,135.528414223513,86.2496914701551,48.2244532344751,97.7101677700236,153.802222623553,130.639213241945
"ABCA11P",158.708314095962,102.530542217987,61.2158797300986,61.7754542573538,85.4658775409503,128.403881513446,139.684623161928,71.617111604165,86.2520631409763,79.4352843229623
"ABCA5",100.996199879248,107.781432520256,87.6876115052764,130.476407870913,93.4869469541787,92.9056162138327,88.6886496266208,111.589452964629,106.070498361071,101.854301849652
"ABCA7",89.620254288454,125.468641959477,119.1227929883,131.861507742154,68.317384312669,84.8630404818889,124.164109477269,138.515266242164,133.146388732187,88.8457361242888
"ABCB1",54.9374933409099,84.5669701312778,92.3753140071308,114.963289313013,87.9551749450557,121.470626572116,59.3105344378026,111.867038668521,70.3414883868157,71.1319444982624
