"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
"A2M",89.5638241762616,64.8294261528007,142.480966980988,118.659061330761,130.322874922621,65.9880265863484,155.175833142833,82.3476397107768,95.1266027681841,102.881912902459
"A2M-AS1",113.294410069117,47.287346134984,130.29008210561,102.68572615162,96.2267739254235,72.0558911000356,106.730694990924,72.4354238196648,161.868654710378,51.8220005730904
"A2MP1",99.5153601958462,138.811241880114,144.766757895122,121.701601364883,88.649862592713,94.8103830263626,126.411532365137,209.681490004293,84.3865024556472,62.4912359851972
"AAAS",59.7092161175077,125.845356649554,83.0504032135172,69.978420784808,65.9191285945815,153.972062034813,120.355890096148,65.5731205104334,146.525654263897,99.0714716838492
"AACS",156.162565230405,93.8119931387586,128.766221496187,65.4146107336249,71.9806576607499,113.013976567424,20.4377926578365,48.7986013100899,137.319853996008,75.4467361284698
"AAGAB",82.6742992396261,143.387436667371,124.956569972631,110.292076236926,66.6768197278525,81.1576878705664,52.2299145700267,60.2357734921423,128.881203750443,154.703913475549
"AAK1",108.701393444694,185.335888883889,102.098660831296,87.47302598101,109.107523191031,87.2255523842536,59.0425121226389,75.4853364015454,103.565253013749,102.881912902459
"AAMDC",69.6607521370924,86.9477009578738,54.0970516344929,82.1485809212963,101.530611858321,62.9540943295048,122.626755947019,106.746940365822,102.798102991425,75.4467361284698
"AAMP",48.2266745564486,50.3381426598217,92.1935668700513,72.2603258103996,77.2844955936472,80.3992048063555,68.1259755261218,66.3355986559035,98.1952028574804,76.2088243721917
"AAR2",154.63155968893,44.9992487413558,102.098660831296,84.4304859468879,164.418975919818,81.9161709347773,72.6677072278632,79.2977271288962,204.829055960526,112.026971827122
"AARS",207.451250869803,48.0500452661934,85.3361941276508,131.58985647578,115.1690522572,106.187628989526,54.5007804208974,102.172071493001,82.085052388675,30.4835297488767
"AARS2",130.135471025337,118.981064468669,88.3839153464954,99.6431861174983,131.080566055892,104.670662861104,162.745385979069,85.3975522926574,92.8251527012119,83.8297068094109
"AASDH",95.6878463421598,54.9143374470782,117.33726692552,131.58985647578,87.8921714594419,42.4750515958104,49.959048719156,83.8725960017171,107.401003125369,86.8780597842985
"AASDHPPT",117.887426693541,153.302525373093,63.2402152910269,54.005085605667,72.7383487940209,98.6027983474171,121.869800663396,174.607495312666,94.3594527458601,92.212677490352
"AASS",60.474718888245,84.6596035642456,133.337803324454,60.8508006824417,64.4037463280393,96.3273491547844,100.675052721936,74.7228582560752,102.798102991425,83.8297068094109
"AATF",68.1297465956178,79.3207096457796,83.0504032135172,63.1327057080333,50.7653059291604,145.628748328493,74.1816177951104,83.1101178562469,76.7150022324066,47.2494711107589
"ABAT",80.3777909274143,93.0492940075492,99.8128699171629,70.7390557933385,43.946085729721,75.8483064210901,12.8682398216008,121.996503275225,42.1932512278236,77.7330008596355
"ABCA1",79.612288156677,99.1508870572246,105.146382050141,70.7390557933385,137.14209512206,135.768468493751,133.224129917749,68.623033092314,66.7420519421937,87.6401480280205
"ABCA11P",100.280862966584,106.015179238109,108.194103268986,138.435571552555,145.476697588042,85.7085862558318,50.7160040027795,106.746940365822,105.866703080721,89.9264127591862
"ABCA5",73.4882659907788,119.743763599879,89.1458456512066,52.483815588606,125.776728122994,103.912179796893,109.758516125418,78.535248983426,112.771053281638,66.3016772038068
"ABCA7",65.0677355126687,49.5754435286123,87.6219850417843,60.8508006824417,109.107523191031,93.2934168979408,60.556422689886,64.0481642194931,72.1121020984622,53.3461770605342
"ABCB1",163.817592937778,49.5754435286123,45.71581828267,102.68572615162,36.3691743970105,58.4031959442394,199.836194876624,110.559331093173,87.4551025449435,101.357736415015
"ABCB10",88.7983214055243,102.964382713272,53.3351213297817,69.2177857762775,69.7075842609367,104.670662861104,67.3690202424982,104.459505929411,89.7565526119157,165.373148887656
"ABCB6",84.9708075518379,89.2357983515021,97.5270790030294,94.3187410577847,87.1344803261709,42.4750515958104,81.7511706313461,35.8364728370973,205.59620598285,86.8780597842985
"ABCB7",80.3777909274143,71.6937183336854,69.3356577287162,120.940966356353,117.442125657013,103.912179796893,71.9107519442396,83.8725960017171,132.716953862063,102.119824658737
"ABCB8",116.356421152066,96.8627896635963,67.8117971192939,76.8241358615827,84.1037157930867,143.35329913586,115.814158394407,151.733150948561,161.101504688054,64.015412472641
"ABCC1",110.997901756905,137.285843617696,85.3361941276508,78.3454058786437,100.77292072505,62.1956112652939,71.9107519442396,113.609243675053,66.7420519421937,86.8780597842985
"ABCC10",86.5018130933125,91.5238957451304,137.909385152721,87.47302598101,128.807492656079,62.1956112652939,41.6325405992966,28.9741695278659,75.1807021877584,83.8297068094109
"ABCC2",73.4882659907788,99.913586188434,102.860591136008,152.887636714635,105.319067524676,34.8902209537014,107.487650274548,83.8725960017171,102.030952969101,94.4989422215177
"ABCC4",112.52890729838,93.8119931387586,90.6697062606289,104.206996168681,231.853486780942,112.255493503213,148.363235590221,107.509418511292,95.1266027681841,110.502795339678
"ABCC5",146.976531981558,59.4905322343347,96.7651486983183,93.5581060492542,125.776728122994,115.289425760057,115.057203110783,78.535248983426,128.881203750443,123.458295482951
"ABCC9",83.4398020103634,162.454914947606,93.7174274794736,127.786681433128,65.9191285945815,56.8862298158176,158.203654277327,54.8984264738512,75.9478522100825,91.45058924663
"ABCD1",80.3777909274143,96.1000905323869,98.2890093077406,114.095251279578,121.988272456639,94.8103830263626,131.710219350502,84.6350741471873,114.305353326286,111.2648835834
"ABCD2",77.3157798444651,131.94694969923,105.908312354852,92.7974710407236,97.7421561919656,58.4031959442394,84.7789917658404,65.5731205104334,80.5507523440269,108.978618852234
"ABCD3",86.5018130933125,109.828674894156,70.0975880334274,96.6006460833762,73.496039927292,76.606789485301,48.4451381519088,63.2856860740229,107.401003125369,100.595648171293
"ABCD4",104.873879591007,141.862038404952,76.1930304711167,80.6273109042353,156.084373453837,87.2255523842536,109.758516125418,54.135948328381,153.430004464813,97.5472951964054
"ABCE1",91.8603324884734,57.2024348407065,115.051476011386,89.7549310066016,161.388211386734,124.391222530588,59.0425121226389,83.1101178562469,186.417455424748,130.317089676448
"ABCF1",110.997901756905,84.6596035642456,60.9544243768934,69.2177857762775,72.7383487940209,198.722562823256,64.3411991080039,122.758981420695,48.3304514064161,63.2533242289191
"ABCF2",79.612288156677,61.0159304967536,83.8123335182284,97.3612810919068,110.622905457573,79.6407217421446,65.855109675251,110.559331093173,110.469603214665,86.8780597842985
"ABCF3",127.838962713126,57.2024348407065,80.0026819946726,71.499690801869,63.6460551947683,18.9620766052725,93.1054998856998,67.8605549468438,143.4570541746,108.978618852234
"ABCG1",78.0812826152024,91.5238957451304,100.574800221874,127.026046424597,106.076758657947,90.2594846410972,72.6677072278632,99.1221589111202,62.1391518082493,89.1643245154643
"ABHD10",94.1568408006853,99.1508870572246,86.0981244323619,67.6965157592164,109.865214324302,153.972062034813,56.0146909881446,84.6350741471873,59.0705517189531,85.3538832968547
"ABHD11",117.887426693541,100.676285319643,54.8589819392041,85.9517559639489,133.353639455705,203.273461208521,64.3411991080039,73.1979019651349,119.675403482554,114.313236558288
"ABHD12",81.1432936981515,77.0326122521514,134.861663933877,82.1485809212963,117.442125657013,121.357290273744,130.953264066878,26.6867350914554,33.7546009822589,83.067618565689
"ABHD13",77.3157798444651,104.48978097569,47.2396788920924,50.2019105630144,98.4998473252366,49.3013991737085,51.4729592864031,66.3355986559035,98.9623528798045,112.026971827122
"ABHD14A",73.4882659907788,54.1516383158688,82.2884729088061,152.127001706104,77.2844955936472,96.3273491547844,145.335414455726,149.44571651215,115.07250334861,180.614913762094
"ABHD14B",102.577371278795,97.6254887948057,120.384988144364,43.3561954862397,142.445933054958,125.90818865901,68.8829308097453,89.9724211654784,95.1266027681841,108.216530608512
"ABHD15",98.749857425109,70.1683200712666,50.287400110937,77.5847708701132,91.6806271257972,73.5728572284574,108.244605558171,102.934549638471,58.303401696629,83.8297068094109
"ABHD16A",146.976531981558,173.895401915748,166.862736731746,34.989210392404,70.4652753942078,79.6407217421446,67.3690202424982,67.0980768013737,61.3720017859253,59.4428830103095
"ABHD2",80.3777909274143,128.896153174392,85.3361941276508,127.026046424597,81.8306423932735,87.9840354484645,105.973739707301,81.5851615653066,51.3990514957124,153.179736988105
"ABHD3",87.2673158640498,44.9992487413558,60.9544243768934,82.9092159298269,105.319067524676,47.7844330452867,133.981085201373,63.2856860740229,77.4821522547306,114.313236558288
"ABHD4",121.714940547227,142.624737536161,50.287400110937,166.579066868184,31.0653364641131,59.1616790084503,46.1742723010381,63.2856860740229,72.1121020984622,41.1527651609835
"ABHD5",152.335051376718,95.3373914011775,52.5731910250706,127.026046424597,56.8268349953288,110.738527374792,57.5286015553917,122.758981420695,79.0164522993788,81.5434420782451
"ABHD6",120.183935005753,86.1850018266644,107.432172964275,36.510480409465,154.568991187294,70.5389249716138,87.0498576167112,89.9724211654784,100.496652924453,136.413795626223
"ABI1",55.8817022638213,89.2357983515021,124.19463966792,86.7123909724795,52.2806881957025,85.7085862558318,111.272426692666,65.5731205104334,105.099553058397,181.377002005816
"ABI2",59.7092161175077,102.201683582062,131.052012410321,46.3987355203618,106.834449791218,92.5349338337299,85.535947049464,124.283937711635,72.8792521207862,89.1643245154643
"ABI3",108.701393444694,91.5238957451304,109.717963878408,69.978420784808,59.857599528413,113.772459631635,93.1054998856998,232.555834368397,72.8792521207862,109.740707095956
"ABL1",48.9921773271858,113.642170550204,133.337803324454,90.5155660151321,124.261345856452,86.4670693200427,133.224129917749,106.746940365822,124.278303616499,137.175883869945
"ABL2",39.0406413076012,98.3881879260151,118.861127534942,108.770806219865,77.2844955936472,106.946112053737,103.70287385643,99.8846370565904,100.496652924453,87.6401480280205
"ABLIM1",144.680023669346,96.1000905323869,83.8123335182284,94.3187410577847,174.268960652342,78.1237556137228,139.279772186738,70.1479893832543,98.1952028574804,104.406089389903
"ABR",114.825415610592,110.591374025366,115.051476011386,57.0476256397891,80.3152601267314,112.255493503213,71.1537966606161,89.9724211654784,108.935303170017,112.026971827122
"ABRACL",146.976531981558,55.6770365782876,91.4316365653401,65.4146107336249,49.2499236626183,81.1576878705664,73.4246625114868,94.5472900382993,82.085052388675,80.0192655908013
"ABT1",134.728487649761,80.8461079081985,48.7635395015147,82.9092159298269,103.803685258134,130.459087044275,127.925442932384,87.6849867290679,125.812603661147,175.280296056041
"ABTB1",58.9437133467705,111.354073156575,82.2884729088061,192.440657158222,75.0114221938341,34.1317378894905,118.085024245278,109.034374802232,59.8377017412771,118.885766020619
"ACAA1",132.431979337549,55.6770365782876,147.814479113966,46.3987355203618,87.8921714594419,99.361281411628,63.5842438243803,26.6867350914554,99.7295029021285,83.8297068094109
"ACAA2",140.087007044922,117.455666206251,105.146382050141,82.9092159298269,44.703776862992,107.704595117948,122.626755947019,97.5972026201799,46.796151361768,46.4873828670369
"ACACA",45.1646634734994,86.1850018266644,92.1935668700513,106.488901194273,68.1922019943946,106.187628989526,54.5007804208974,53.3734701829109,110.469603214665,83.067618565689
"ACACB",79.612288156677,128.896153174392,84.5742638229396,101.164456134559,52.2806881957025,136.526951557962,76.4524836459811,53.3734701829109,84.3865024556472,86.8780597842985
"ACAD10",58.9437133467705,131.18425056802,48.7635395015147,98.1219161004373,110.622905457573,103.912179796893,72.6677072278632,140.295978766509,58.303401696629,87.6401480280205
"ACAD11",125.542454400914,96.1000905323869,80.0026819946726,74.5422308359911,124.261345856452,103.912179796893,71.1537966606161,93.7848118928291,81.317902366351,63.2533242289191
"ACAD8",105.639382361744,106.777878369319,91.4316365653401,72.2603258103996,82.5883335265446,58.4031959442394,68.1259755261218,72.4354238196648,71.3449520761381,101.357736415015
"ACAD9",120.94943777649,37.3722574292616,51.8112607203594,87.47302598101,164.418975919818,54.6107806231849,76.4524836459811,84.6350741471873,109.702453192341,115.837413045731
"ACADM",96.4533491128971,96.1000905323869,126.480430582054,123.983506390475,118.957507923555,65.2295435221375,76.4524836459811,143.345891348389,113.538203303962,83.8297068094109
"ACADS",91.8603324884734,135.760445355277,73.9072395569832,54.005085605667,43.946085729721,64.4710604579266,98.4041868710648,171.557582730785,73.6464021431103,157.752266450437
"ACADSB",55.8817022638213,99.1508870572246,64.7640759004492,170.382241910837,126.534419256266,109.22156124637,106.730694990924,75.4853364015454,84.3865024556472,52.5840888168123
"ACADVL",125.542454400914,88.4730992202927,95.2412880888959,47.9200055374229,78.0421867269183,66.7465096505593,88.5637681839583,52.6109920374407,121.976853549526,106.692354121068
"ACAP1",64.3022327419314,109.065975762947,98.2890093077406,59.3295306653807,95.4690827921524,80.3992048063555,61.3133779735096,80.8226834198365,198.691855781933,96.0231187089615
"ACAP2",90.3293269469989,85.422302695455,92.1935668700513,103.446361160151,139.415168521873,91.776450769519,124.89762179789,104.459505929411,82.085052388675,86.8780597842985
"ACAT1",113.294410069117,83.1342053018267,167.624667036457,38.0317504265261,69.7075842609367,77.3652725495119,91.5915893184526,136.483588039158,88.9894025895916,28.9593532614328
"ACAT2",99.5153601958462,93.8119931387586,100.574800221874,70.7390557933385,84.1037157930867,64.4710604579266,63.5842438243803,70.1479893832543,62.9063018305734,48.7736475982027
"ACBD3",97.9843546543717,50.3381426598217,90.6697062606289,54.005085605667,43.946085729721,53.852297558974,90.0776787512055,67.0980768013737,75.9478522100825,45.725294623315
"ACBD4",97.2188518836344,125.082657518345,127.242360886765,111.052711245456,91.6806271257972,99.361281411628,130.953264066878,123.521459566165,142.689904152276,65.5395889600849
"ACBD5",120.183935005753,65.5921252840101,128.004291191476,97.3612810919068,87.8921714594419,86.4670693200427,90.834634034829,62.5232079285528,55.2348016073327,66.3016772038068
"ACBD6",137.79049873271,132.709648830439,38.8584455402695,66.1752457421554,189.422783317763,87.9840354484645,63.5842438243803,115.896678111464,44.4947012947958,101.357736415015
"ACCS",105.639382361744,60.2532313655441,57.1447728533376,76.0635008530522,117.442125657013,106.187628989526,145.335414455726,85.3975522926574,121.976853549526,100.595648171293
"ACD",76.5502770737279,72.4564174648949,83.0504032135172,82.9092159298269,97.7421561919656,129.700603980064,149.877146157468,98.3596807656501,144.991354219248,51.8220005730904
"ACER3",98.749857425109,67.8802226776384,42.6680970638254,113.334616271048,140.930550788416,58.4031959442394,101.432008005559,102.172071493001,56.7691016519809,124.220383726672
"ACIN1",33.6821219124403,70.1683200712666,86.8600547370731,84.4304859468879,94.7113916588814,72.0558911000356,66.6120649588746,102.172071493001,95.8937527905082,62.4912359851972
"ACLY",141.618012586397,96.1000905323869,88.3839153464954,97.3612810919068,78.7998778601893,113.772459631635,85.535947049464,86.1600304381276,137.319853996008,150.131384013218
"ACN9",69.6607521370924,68.6429218088478,87.6219850417843,73.7815958274606,127.292110389537,152.455095906391,79.4803047804754,129.621284729926,79.7836023217028,112.789060070844
"ACO1",116.356421152066,55.6770365782876,140.195176066855,84.4304859468879,82.5883335265446,121.357290273744,122.626755947019,115.134199965993,60.6048517636012,96.0231187089615
"ACO2",116.356421152066,80.8461079081985,109.717963878408,41.0742904606482,115.926743390471,116.047908824268,118.085024245278,48.0361231646198,124.278303616499,55.6324417916999
"ACOT13",66.5987410541432,53.3889391846594,128.766221496187,136.914301535494,115.1690522572,161.556892676922,93.1054998856998,115.134199965993,110.469603214665,86.1159715405766
"ACOT7",120.183935005753,96.8627896635963,87.6219850417843,108.770806219865,90.1652448592551,87.2255523842536,78.7233494968518,21.3493880731644,100.496652924453,54.1082653042561
"ACOT8",143.149018127871,84.6596035642456,105.908312354852,51.7231805800755,86.3767891928998,75.0898233568792,83.2650811985933,102.934549638471,92.8251527012119,67.8258536912506
"ACOT9",46.695669014974,159.404118422769,154.671851856367,125.504776407536,47.7345413960762,69.7804419074029,44.6603617337909,140.295978766509,71.3449520761381,126.506648457838
"ACOX1",47.4611717857113,65.5921252840101,86.8600547370731,152.887636714635,87.1344803261709,153.972062034813,116.571113678031,105.984462220352,92.0580026788879,101.357736415015
"ACOX3",83.4398020103634,88.4730992202927,83.8123335182284,158.972716782879,108.34983205776,141.077849943228,110.515471409042,147.15828207574,92.0580026788879,57.9187065228657
